doc_id,title,source_domain,url,publish_date,language,query_used,raw_text,firm_mentioned,iec_verification_status,verification_method,verification_date,enterprise_scale_tier,relevance_to_study
B-GD-015,"Armed with Govt missive , India APEDA poised to take up rice GMO issue with China",thehindubusinessline.com,https://www.thehindubusinessline.com/economy/agri-business/armed-with-govt-missive-indias-apeda-poised-to-take-up-rice-gmo-issue-with-china/article70921171.ece,20260429T163000Z,English,India export rice,"India’s agri export promotion body APEDA has received communication from the Environment Ministry and the Indian Council of Agricultural Research (ICAR) that genetically modified (GM) rice is not allowed for cultivation, making the country free from GMO risk while exporting the cereal.

APEDA has the communication  from regulatory authorities with regard to GMO crops as the agency plans to challenge the Chinese decision of rejecting some Indian consignments for alleged contamination with genetically modified material.

In an office memorandum issued by the Ministry of Environment, Forests and Climate Change’s Biosafety Division on April 28, APEDA has been informed that the Genetic Engineering Appraisal Committee (GEAC), the regulatory authority for GM crops, has not  approved any GM rice in India. The response comes after APEDA wanted a clarity from the Ministry on April 10 so that it can take up the issue with China.

“Further, this Ministry vide OM No 12013/3/2020-CS-III dated 30.03.2022 has exempted Genome-Edited plants falling under the categories SDN1 and SDN2, which are free of exogenous introduced DNA, from the provisions of Rule 7 to 11 (both inclusive) of the Rules for the Manufacture, Use, Import, Export and Storage of Hazardous Microorganisms/Genetically Engineered Organisms or Cells Rules 1989’ (Rules 1989),” the Ministry said.

Earlier on April 23, ICAR’s Assistant Director-General S K Pradhan wrote to APEDA on the same subject. He conveyed that the Ministry of Agriculture and Farmers Welfare has not recommended any GM rice for commercial cultivation in the country.

“Moreover, no research work on GMO is being undertaken in any rice programme of the National Agricultural Research System under the aegis of ICAR. All the varieties released and notified in India and currently in seed chain are non-GM rice varieties/hybrids. Hence, all rice cultivated commercially in India is non-GMO,” he said and had suggested APEDAto approach GEAC for more information.

Comments have to be in English, and in full sentences. They cannot be abusive or personal. Please abide by our community guidelines   for posting your comments.

We have migrated to a new commenting platform. If you are already a registered user of TheHindu Businessline and logged in, you may continue to engage with our articles. If you do not have an account please register and login to post comments. Users can access their older comments by logging into their accounts on Vuukle.

Terms & conditions  |  Institutional Subscriber",None (Generalized MSMEs),N/A - No Firm Mentioned,N/A,2026-07-08,not-applicable,MSME-instance (target population under study)
B-GD-016,Plans afoot to set up Basmati promotion board on lines of other commodities bodies,thehindubusinessline.com,https://www.thehindubusinessline.com/economy/agri-business/plans-afoot-to-set-up-basmati-promotion-board-on-lines-of-other-commodities-bodies/article70994552.ece,20260519T044500Z,English,India export rice,"Over the past few seasons, basmati paddy prices have ranged between ₹2,500 and ₹3,700 a quintal, short of expectations of receiving above ₹4,000. 
																															| Photo Credit:
											antpkr

Plans are afoot in India to set up a Basmati development board on the lines of various commodities boards that function under the Commerce Ministry.

The move comes on the heels of two rice exporter associations urging Prime Minister Narendra Modi and Union Home Affairs and Cooperation Minister Amit Shah to set up a dedicated statutory Basmati rice board and separate it from the control of the Agricultural and Processed Food Products Export Development Authority (APEDA).

A meeting, organised by a Rashtriya Swamyamsevak Sangh (RSS) affiliated Bharatiya Kisan Sangh (BKS), last week discussed the issue threadbare. Associations such as the All India Rice Exporters Association (AIREA) and Punjab Rice Millers Exporters Association (PRMEA), besides farmer representatives, experts and industry experts, took part in the meeting.

Sources in the know of the meeting said after a day-long deliberation, BKS has urged Commerce Minister Piyush Goyal to set up a separate Basmati development board. The Prime Minister’s Office has reportedly been approached with the same request.

Sources said the meeting was convened because the economic benefits of Basmati rice have not properly reached farmers.

Farmers’ incomes are falling as prices have stagnated and the premium for basmati has eroded despite rising input costs. This is despite basmati enjoying Geographical Indication (GI) protection. The sources attributed this to weak institutional mechanisms.

Over the past few seasons, basmati paddy prices have ranged between ₹2,500 and ₹3,700 a quintal, short of expectations of receiving above ₹4,000.

After adjusting for inflation, real prices received by farmers have declined significantly, making basmati cultivation only marginally more profitable than non-basmati varieties.

“This decline is alarming because basmati is supposed to be a niche, high-value product. The collapse in premiums directly impacts farmer income, making cultivation financially less attractive,” one of the sources said.

Cultivation costs have also increased sharply. Fertiliser prices have increased 2-3 times in the past decade, and labour wages, fuel and pesticide costs have all surged. Costs have also gone up due to stricter residue norms and compliance norms for export quality.

Farmers are struggling with seed quality and reliability, too. They rely on public and private suppliers, but seeds are sometimes mixed or unreliable, raising questions over the authenticity of basmati varieties. “Farmers invest in seeds hoping to get a premium but end up producing grain that fails to meet export standards or is not accepted as genuine basmati,” the sources said.

The absence of a robust seed certification and monitoring mechanism increases risk for farmers while exporters continue to purchase in the mandi.

Currently, APEDA handles basmati exports. In their letter to the Prime Minister and Shah, the rice export associations said there was no focus on Basmati rice, as APEDA had many other commodities to attend to.

Stakeholders at the meeting expressed the same view. Though APEDA has the Basmati Export Development Board (BEDF) functioning under its supervision, the stakeholders expressed unhappiness over its performance.

They pointed out that APEDA collects ₹70 a tonne as a registration-cum-allocation certificate (RCAC) fee for BEDF. This helps APEDA collect ₹45.5 crore, but it takes out 50 per cent of it for its services. On the other hand, the Budget allocation for APEDA is ₹80 crore, and it deploys only a couple of officers.

“The amount APEDA takes from BEDF is 30 per cent of the total Budget allocation for it,” another source said.

The sources said the participants at the meeting were told that a Basmati Board, if formed, will be self-sufficient in its spending and will be able to utilise the fund better.

Comments have to be in English, and in full sentences. They cannot be abusive or personal. Please abide by our community guidelines   for posting your comments.

We have migrated to a new commenting platform. If you are already a registered user of TheHindu Businessline and logged in, you may continue to engage with our articles. If you do not have an account please register and login to post comments. Users can access their older comments by logging into their accounts on Vuukle.

Terms & conditions  |  Institutional Subscriber",None (Generalized MSMEs),N/A - No Firm Mentioned,N/A,2026-07-08,not-applicable,MSME-instance (target population under study)
B-GD-017,"Cambodia expanding rice markets , eyes Iraq – phnompenhpost . com",phnompenhpost.com,https://phnompenhpost.com/national/cambodia-expanding-rice-markets-eyes-iraq/,20260508T231500Z,English,India export rice,"In addition to China and the EU, the Kingdom’s largest rice markets, countries such as Indonesia, the Philippines and Iraq are also emerging as potential and target markets for Cambodian rice, according to a senior official at the Ministry of Agriculture, Forestry and Fisheries.

Citing the Statista website, a global data forum on statistics, ministry secretary of state Yang Saing Koma said on December 3 that the largest global rice importers are China, the Philippines, the EU, Iraq, Nigeria and Indonesia, with Vietnam in the seventh slot.

He added that among these markets, Cambodia has already captured some in China and Europe, while Indonesia and the Philippines are potential markets where the country has been gradually starting to export.

“We are currently marketing in the Philippines and Indonesia, and Iraq could be our market in the future. India is the world’s largest exporter of rice, followed by Thailand, and Vietnam in third rank, while Cambodia is currently eighth and has the potential to move up to the fifth-largest in the future,” he stated.

“Vietnam ranks seventh in rice imports, while it also ranks third in terms of rice exports. This country is also the largest importer of rice from Cambodia, importing between three to four million tonnes a year,” he added.

Saing Koma noted that in order to achieve the goal of exporting one million tonnes of rice per year and become the fifth-largest exporter of the commodity in the future, the ministry has been implementing important policies, especially the fifth and sixth priority policies launched by the government on November 20.

The policies, parts of the new government’s Pentagonal Strategy-Phase I, aim to promote agribusiness production, find markets and maintain the balance of prices through financing programmes, deploying officials in communes and developing modern agricultural communities.

“We are enhancing incentives for farmers to cultivate fragrant rice using genetically pure seeds. This variety of rice is in high demand by local mills. The production of this cultivar for export provides a more favourable and stable price compared to other dry season varieties,” he explained.

“The utilisation of pure seeds, combined with the correct application of principles and techniques in field management, also contributes to achieving high yields,” he added.

Chan Sokheang, president of the Cambodia Rice Federation (CRF) – the Kingdom’s apex rice industry body – also noted that CRF has consistently supported the ministry in implementing the policies set by the government, particularly the agricultural strategy, which is crucial for the rice sector.

“CRF has continually assisted the government in promoting the successful export of rice to international markets. We have sought overseas markets by participating in exhibitions in other countries and have strived to find export partners for new markets, as we want the world to know and taste Cambodia’s delicious rice,” he said.

As of the beginning of November this year, rice cultivation covered more than 3.6 million hectares and produced 6.2 million tonnes, with an anticipated total yearly yield of more than 6.3 million tonnes by year’s end, according to a report from the ministry.

During the same period, agricultural exports remained high at more than 6.2 million tonnes, valued at over $3.5 billion, to 74 destination countries. The Kingdom achieved more than 520,000 tonnes of exported rice worth over $458 million, including exports to Indonesia, a new destination.

Type above and press Enter to search. Press Esc to cancel.",None (Generalized MSMEs),N/A - No Firm Mentioned,N/A,2026-07-08,not-applicable,MSME-instance (target population under study)
B-GD-018,"Pick of BL commodities - May 3 , 2026 - The HinduBusinessLine",thehindubusinessline.com,https://www.thehindubusinessline.com/economy/agri-business/pick-of-bl-commodities-may-3-2026/article70933021.ece,20260503T064500Z,English,India export rice,"1. India Meteorological Department (IMD) on Friday said that most of the global models forecast the emergence of El Niño during India’s monsoon season and may last at least until January 2026. Latest assessments indicate that beneath the surface of the equatorial eastern Pacific, cradle of El Niño, a powerful event may be taking shape, one that could surpass the intensity of the 2023 event and rival the formidable episode of 2015.

2. India’s agri export promotion body APEDA has received communication from the Environment Ministry and the Indian Council of Agricultural Research (ICAR) that genetically modified (GM) rice is not allowed for cultivation, making the country free from GMO risk while exporting the cereal. This will now help it tackle China, which rejected rice shipments for alleged GMO presence in them.

3. The Indian government procured 23.25 million tonnes (mt) of wheat for its buffer stocks as of April 30, 2026, down from 25.63 mt a year ago. This was mainly due to purchases in Madhya Pradesh being low.

4. Investment demand for gold in India overtook jewellery consumption for the first time ever in the March quarter of 2026, as consumers deferred their jewellery purchases due to volatile prices.

5. Investments in physically-backed gold exchange-traded funds (ETFs) turned negative last week, after rising for two consecutive weeks, data from the World Gold Council (WGC) showed.

Comments have to be in English, and in full sentences. They cannot be abusive or personal. Please abide by our community guidelines   for posting your comments.

We have migrated to a new commenting platform. If you are already a registered user of TheHindu Businessline and logged in, you may continue to engage with our articles. If you do not have an account please register and login to post comments. Users can access their older comments by logging into their accounts on Vuukle.

Terms & conditions  |  Institutional Subscriber",None (Generalized MSMEs),N/A - No Firm Mentioned,N/A,2026-07-08,not-applicable,MSME-instance (target population under study)
B-GD-019,Battle over Basmati rice GI for Madhya Pradesh heats up - The HinduBusinessLine,thehindubusinessline.com,https://www.thehindubusinessline.com/economy/agri-business/battle-over-basmati-rice-gi-for-madhya-pradesh-heats-up/article71146815.ece,20260626T050000Z,English,India export rice,"The battle over expanding the geographical indication (GI) area for Basmati rice by including the areas in Madhya Pradesh has intensified, with the All India Rice Exporters Association (AIREA) formally opposing any expansion of the notified Basmati-growing region. At its general body meeting held earlier this week at Sonipat in Haryana, the association passed a resolution against including new areas for Basmati GI, a move that directly challenges Madhya Pradesh’s long-standing demand for inclusion in the Basmati map.

The resolution is significant because it reflects growing resistance from the trade to Madhya Pradesh’s claim, which has been opposed by traditional Basmati-producing states led by Haryana and Punjab. Trade sources said even some exporters who had earlier expressed support for MP’s inclusion did not object to the resolution, suggesting a broadening consensus within the export industry against expanding the GI area at this stage.

Some of the Basmati exporters of Punjab and Haryana were vocal and wanted to know how the GI issue all of a sudden has cropped up after so many years, sources said. A leading exporter also said that AIREA should highlight how India has been consistently questioning the expansion of area in Pakistan.

The issue of including Madhya Pradesh in the GI area is an emotive issue in the State, first raised by Union Agriculture Minister Shivraj Singh Chouhan, when he was chief minister, as the state government had filed a case in GI registry for its inclusion in the geographical area. Under the GI law, as Basmati rice has already received the GI tag, even if farmers grow Basmati varieties outside the demarcated GI area, those cannot be sold as Basmati, making it difficult to get exported.

Congress leader Digvijaya Singh in March threatened to go on a hunger strike if the state’s farmers do not receive the GI benefits for their Basmati rice. But, Chouhan is on the defensive now and not ready to touch the issue. In April, when Chouhan was asked about Singh’s threat on Basmati GI, he declined to comment saying the matter was sub-judice.

Singh met Commerce Minister Piyush Goyal in May and sought his intervention, terming the previous stand of the Agricultural and Processed Food Products Export Development Authority (APEDA) a “mistake and should be corrected now”, sources said. He is also believed to have suggested that an impartial expert committee be set up to revisit the issue and find out what could be done.

Earlier this week, a senior official of the Commerce Ministry is believed to have held stakeholder consultations with experts and APEDA officials on the issue. Prior to that meeting, APEDA Chairman Abhishek Dev  discussed the GI issue with various stakeholders including legal experts.

Kedar Sirohi, the head of farmer cell of Congress party in Madhya Pradesh, who met Dev last week, said that  APEDA should  first decide  what to do as the agri-export promotion body it should not be a party to interest of any particular state. Sirohi, who was also present when Singh met Goyal, said he has taken up the GI issue with scientists of the Indian Council of Agricultural Research (ICAR).

“Since the GI mandate for Basmati rice is with APEDA, it has to decide if it wants inclusion of Madhya Pradesh or not. Once it agrees, a solution can be found when concerned people discuss the issue,” Sirohi said.

On the other hand, an expert requesting anonymity wondered if India is opposing Pakistan’s move to expand Basmati area at global forum like European Union, how can it “emulate the neighbouring country’s wrong model”. Till any judicial verdict comes, status quo should be maintained, the expert said.

After a prolonged hearing for years, in February 2016, the Chennai-based GI registry issued the GI certificate to APEDA for Basmati rice, under which the recognised area included some districts of Jammu and Kashmir, Himachal Pradesh, Punjab, Haryana, western Uttar Pradesh, Uttarakhand and Delhi. Thereafter the matter went to many courts and finally the Supreme Court referred it to Madras High Court in 2021. Since then, the matter is pending.

businessline on June 16 had reported that two rice exporters’ organisations had urged the Commerce Ministry to reconsider the APEDA’s decision to “arbitrarily” appoint a law firm to handle global cases on basmati geographical indication (GI) and intellectual property rights (IPR). But, APEDA sources had said that the law firm had been engaged after due process of tender by an expert selection panel.

Comments have to be in English, and in full sentences. They cannot be abusive or personal. Please abide by our community guidelines   for posting your comments.

We have migrated to a new commenting platform. If you are already a registered user of TheHindu Businessline and logged in, you may continue to engage with our articles. If you do not have an account please register and login to post comments. Users can access their older comments by logging into their accounts on Vuukle.

Terms & conditions  |  Institutional Subscriber",None (Generalized MSMEs),N/A - No Firm Mentioned,N/A,2026-07-08,not-applicable,MSME-instance (target population under study)
B-GD-020,  India Pavillion  shines at Summer Fancy Food Show 2026,newsindiatimes.com,https://newsindiatimes.com/india-pavillion-shines-at-summer-fancy-food-show-2026/,20260629T034500Z,English,India export rice,"India’s Consul General in New York Binaya Srikanta Pradhan inaugurated the India Pavilion at the Summer Fancy Food Show held at the Jacob K. Javits Convention Center in New York City. The event was scheduled for 3 days, June 28-30, 2026.

The event was jointly organized by APEDA (Agricultural and Processed Food Products Export Development Authority) which is part of India’s Department of Commerce, the India Trade Promotion Organization, ITPO, and the All India Rice Exporters Association AIREA.

Also present at the inauguration was Dr. Abhishek Dev, Chairman APEDA, Dr. Neeraj Kharwal, MD ITPO, renowned Chef Vikas Khanna and more than 70 Indian exhibitors.

Consul General Pradhan met and shared insights with each exhibitor to strengthen their business in the US market, an X.com post from the Indian Consulate said.

He also engaged with the exporters of various agriculture and food items like Basmati rice and ready to eat food products and applauded their efforts to bring Indian taste in New York, a cuisine that is in high demand in the US.",None (Generalized MSMEs),N/A - No Firm Mentioned,N/A,2026-07-08,not-applicable,MSME-instance (target population under study)
B-GD-021,Cotton crisis : India lowest sowing in 50 years,pakistantoday.com.pk,https://www.pakistantoday.com.pk/2026/06/03/cotton-crisis,20260603T191500Z,English,India export rice,"Cotton acreage falls to the lowest in 50 years as farmers shift to sugarcane and rice using solar tubewells. The textile industry now faces output gaps and higher imports.

The lowest acreage of cotton sowed for 50 years means the textile industry is in trouble

With the country falling about a fifth short of its cotton sowing target for 2026-7, with 2.7 million acres sown against 3.2 million acres targeted. That is below the 2.964 million acres sown in 1966-7, which makes the present sowing the lowest in half a century. The first question that comes to mind is what are the farmers sowing if not cotton. It seems that they are sowing sugarcane and rice. Both crops need much more water than cotton, and it is coming from solar-powered tubewells, which have proliferated in these areas. That means the groundwater is being dangerously depleted, and the future of wheat in these areas is rendered uncertain.

There are actually good reasons for the switch, from the farmer’s point of view. The ending of the restriction on sugar mills has meant that sugarcane has become attractive. If farmers are encouraged to switch back to cotton, sugar import would mean using foreign exchange the country can ill afford. The rice grown is also for export. To alleviate its own shortages, India banned the export of rice except Basmati. Pakistani farmers have jumped into the gap, growing the Kainat variety for export to former Indian markets, mostly in Central Asia. Again, cotton farmers have switched to rice because they are able to extract the water from the soil with solar-powered tubewells. The effect of low sowing will show up in low production, which will mean a bigger headache for the textile industry, the gap between supply and demand being filled by polyester fibre. The fibre is either imported, or if made in Pakistan, its feedstock is imported, Indeed, because of the cotton shortfall, some is being imported from the USA or Brazil. Again, if the country gains on the swings, it loses on the roundabouts, for though rice exports bring in foreign exchange, cotton or polyester sends it out once again.

A hidden factor has been the failure to develop disease-resistant seeds, which is something the government must take the lead in. Sugar mills and textile plants are now subject to the whims of the market, but the government has got to take into consideration the needs of all stakeholders, including the farmers. It seems as if some sort of zoning system for sugar will have to be reintroduced, for the invisible hand of the market does not answer all questions.

The Editorial Department of Pakistan Today can be contacted at: [email protected].

No comments yet. Be the first to join the discussion!",None (Generalized MSMEs),N/A - No Firm Mentioned,N/A,2026-07-08,not-applicable,MSME-instance (target population under study)
B-GD-022,"India tea exports surge 93 % to ₹8 , 719 crore in FY26 : Piyush Goyal hails global demand",thehindubusinessline.com,https://www.thehindubusinessline.com/news/indias-tea-exports-surge-93-to-8719-crore-in-fy26-piyush-goyal-hails-global-demand/article71005908.ece,20260521T143000Z,English,India export tea,"India's tea export sector recorded a substantial 93 per cent growth, reaching a valuation of ₹8,719 crore during the 2025-26 fiscal year compared to ₹4,509 crore in 2013-14. This increase highlights the strengthening presence of Indian tea varieties across international markets.

On the occasion of International Tea Day today, Union Minister for Commerce and Industry Piyush Goyal shared the country's financial milestone on social media platform ""X"", detailing the country's diverse tea-producing regions and their unique market characteristics.

""Tea is an emotion. And on #InternationalTeaDay, there cannot be a better way to describe it! Across India, tea is more than just a beverage, it is a part of everyday life, conversations & traditions,"" Minister Goyal stated on X. In a thread of tweets, Goyal showcased India's diverse tea varieties shaped by its region by sharing infographics for each.

""In this thread, explore some of India's diverse tea varieties, each shaped by its region, unique taste & the legacy it carries,"" Goyal added.

The growth in export revenue aligns with a broader recognition of India's regional tea varieties, many of which carry Geographical Indication (GI) tags that protect their distinct regional profiles. Production spans across traditional hubs and expanding cultivation areas, including specific regions like Dooars-Terai, which produces a heavy-flavoured tea grown amidst rich flora and fauna.

Cultivation has also extended to states such as Tripura, Bihar, Karnataka, Arunachal Pradesh, Uttarakhand, Manipur, Mizoram, Meghalaya, and Nagaland.""From the hills of Darjeeling to the valleys of Assam and the plantations of the Nilgiris, every region brings its own distinct flavour, aroma & character to a cup of tea!"" Goyal stated.

The infographics showed that global expansion relies heavily on these regional characteristics. Darjeeling tea remains recognized for its delicate 'muscatel' flavour, fine aroma, and exquisite bouquet, while Assam tea maintains its market position through its full-bodied, strong, and malty character featuring a brownish coppery brightness.

""Over the years, Indian tea has also strengthened its presence across global markets, driven by improving quality standards & the continued efforts of @TeaBoardOfIndia to showcase the richness of India's tea heritage to the world,"" Goyal added.

In Southern India, Nilgiri tea contributes to the export basket with its characteristically fragrant, aromatic profile featuring high tones of delicate floral notes. Similarly, Kangra valley in the north produces distinct black and green teas. Sikkim tea offeres a light, flowery, golden yellow, and delicate flavour profile to international buyers.

Comments have to be in English, and in full sentences. They cannot be abusive or personal. Please abide by our community guidelines   for posting your comments.

We have migrated to a new commenting platform. If you are already a registered user of TheHindu Businessline and logged in, you may continue to engage with our articles. If you do not have an account please register and login to post comments. Users can access their older comments by logging into their accounts on Vuukle.

Terms & conditions  |  Institutional Subscriber",None (Generalized MSMEs),N/A - No Firm Mentioned,N/A,2026-07-08,not-applicable,MSME-instance (target population under study)
B-GD-023,1st shipment of flavoured iced tea sent from Bhopal to Switzerland : Piyush Goyal,prokerala.com,https://www.prokerala.com/news/articles/a1766305.html,20260523T061500Z,English,India export tea,"New Delhi, May 23 : Commerce and Industry Minister Piyush Goyal said on Saturday that the first export shipment of flavoured iced tea premix has been sent from Bhopal to Switzerland.

The minister stated that ""it is clear proof that India's MSMEs are now establishing a strong identity on global standards of quality and taste"".

""This new achievement for Madhya Pradesh's food processing sector, with the support of @APEDADOC, will give a new direction to innovation, value addition, and export-based growth,"" the minister posted on X.

Earlier, the minister informed that India's tea exports have witnessed a remarkable growth of 93 per cent over the past decade, rising from Rs 4,509 crore in FY2013-14 to Rs 8,719 crore in FY2025-26.

Highlighting the growing global appeal of Indian tea on the occasion of International Tea Day, Goyal described tea as an emotion and said it remains deeply woven into the country's daily life, culture and traditions.

""Tea is an emotion. And on #InternationalTeaDay, there cannot be a better way to describe it! Across India, tea is more than just a beverage, it is a part of everyday life, conversations and traditions,"" Goyal said in a post on social media platform X.

""From the hills of Darjeeling to the valleys of Assam and the plantations of the Nilgiris, every region brings its own distinct flavour, aroma & character to a cup of tea!,"" he added.

The minister said Indian tea has steadily strengthened its presence in international markets over the years, supported by improving quality standards and sustained efforts to promote the country's rich tea heritage globally.

""Over the years, Indian tea has also strengthened its presence across global markets, driven by improving quality standards and the continued efforts of Tea Board Of India to showcase the richness of India's tea heritage to the world,"" the Union Minister stated.

-- The story has been published from a wire feed without any modifications to the text

VP Radhakrishnan to launch LoA for sustainable harnessing of fisheries in high seas

Ram Mandir built with the support of Ram devotees is not being tolerated by SP and Congress: CM Yogi

Yogi Government adopting advanced technology to curb crime, providing training to officials

Yogi govt to plant more than 3.83 crore saplings along the banks of 13 major rivers

Riddhima Kapoor Sahni wishes 'her heart' Neetu Kapoor on her 68th birthday with glimpses of lifetime memories

Aamir Khan, Mammootty, 'Kantara: A Legend - Chapter 1' nominated at 17th edition of IFFM",None (Generalized MSMEs),N/A - No Firm Mentioned,N/A,2026-07-08,not-applicable,MSME-instance (target population under study)
B-GD-024,"India tea exports surge 93 pc since FY2013 - 14 to Rs 8 , 719 crore : Piyush Goyal",prokerala.com,https://www.prokerala.com/news/articles/a1765527.html,20260521T090000Z,English,India export tea,"New Delhi, May 21 : India's tea exports have witnessed a remarkable growth of 93 per cent over the past decade, rising from Rs 4,509 crore in FY2013-14 to Rs 8,719 crore in FY2025-26, Union Commerce and Industry Minister Piyush Goyal said on Thursday.

Highlighting the growing global appeal of Indian tea on the occasion of International Tea Day, Goyal described tea as an emotion and said it remains deeply woven into the country's daily life, culture and traditions.

""Tea is an emotion. And on #InternationalTeaDay, there cannot be a better way to describe it! Across India, tea is more than just a beverage, it is a part of everyday life, conversations and traditions,"" Goyal said in a post on social media platform X.

""From the hills of Darjeeling to the valleys of Assam and the plantations of the Nilgiris, every region brings its own distinct flavour, aroma & character to a cup of tea!,"" he added.

The minister said Indian tea has steadily strengthened its presence in international markets over the years, supported by improving quality standards and sustained efforts to promote the country's rich tea heritage globally.

""Over the years, Indian tea has also strengthened its presence across global markets, driven by improving quality standards and the continued efforts of Tea Board Of India to showcase the richness of India's tea heritage to the world,"" the Union Minister stated.

Meanwhile, last year, Goyal informed that the Indian tea industry in the organised sector provides employment to about 12 lakh workers, and about 58 per cent of those are women.

""Women are leading the growth of India's tea sector. Our nation continues to make a mark globally with its aromatic teas and steady export rise,"" Goyal posted on X in June 2025.

In FY25, the total volume of tea exported stood at 263 million kg, while total value realised was Rs 7,818 crore (as per DGCIS data).

VP Radhakrishnan to launch LoA for sustainable harnessing of fisheries in high seas

Yogi govt to plant more than 3.83 crore saplings along the banks of 13 major rivers

Sylvester Stallone reflects on 'Rocky': Wasn't just writing about one fighter

Aamir Khan, Mammootty, 'Kantara: A Legend - Chapter 1' nominated at 17th edition of IFFM

Moderate rain likely over TN's Western Ghat districts for next two days: IMD

Riddhima Kapoor Sahni wishes 'her heart' Neetu Kapoor on her 68th birthday with glimpses of lifetime memories",None (Generalized MSMEs),N/A - No Firm Mentioned,N/A,2026-07-08,not-applicable,MSME-instance (target population under study)
B-GD-025,"Huge export opportunities for food , beverages in Singapore mkt : TPCI",economictimes.indiatimes.com,https://economictimes.indiatimes.com/small-biz/trade/exports/insights/huge-export-opportunities-for-food-beverages-in-singapore-mkt-tpci/articleshow/130433165.cms,20260422T073000Z,English,India export tea,"Over 100 Indian companies are showcasing products at the FHA fair, aiming to increase India's low 2.6% share of Singapore's F&B imports. This strategic hub offers access to the wider ASEAN market, with success in Singapore paving the way for regional expansion.

Listen to this article in summarized format

Unlock AI Briefing and Premium Content

Why is the price of silver falling? The answer: It has cousins. Part 2 – The maternal cousin

Why deficit rain hits fertiliser, pesticide and seed companies at different speeds

How data-fogged MCA annual report fails to mirror India Inc’s health

NSE, Jio mega IPOs: Why size doesn’t matter, valuations do

What will the NSE IPO price be? Unlisted market deals offer clues.

Akasa aims to be a 226-aircraft airline by 2032, IPO in 2-4 years

Choose your reason below and click on the Report button. This will alert our moderators to take action

Your Reason has been Reported to the admin.

Stories you might be interested in",None (Generalized MSMEs),N/A - No Firm Mentioned,N/A,2026-07-08,not-applicable,MSME-instance (target population under study)
B-GD-026,Tata Consumer sees strong traction in growth businesses - The HinduBusinessLine,thehindubusinessline.com,https://www.thehindubusinessline.com/incoming/tata-consumer-sees-strong-traction-in-growth-businesses/article70965627.ece,20260511T180000Z,English,India export tea,"Sunil D’Souza, MD, CEO, Tata Consumer
																															| Photo Credit:
											Amit Vijay Mohile _12460

Tata Consumer Products is seeing sustained momentum in its growth businesses even as urban discretionary demand remains uneven, with the company sharpening focus on profitability-led expansion and premium categories, Sunil D’Souza, MD & CEO, Tata Consumer, said.

The company recently approved a capital investment of up to ₹160 crore to set up a new 2,000  tonne instant tea manufacturing facility in India, signalling a stronger push into higher-value beverage formats and export opportunities.

Speaking after the company’s Q4FY26 results, D’Souza said growth businesses now contribute nearly a third of the India portfolio, reflecting Tata Consumer’s gradual shift beyond its traditional tea-and-salt identity.

“Tea continues to remain a very strong category for us, but newer categories and growth businesses are becoming increasingly important drivers of the portfolio,” he said.

On the new instant tea facility, D’Souza said the investment is aimed at strengthening the company’s position in value-added tea formats amid rising global demand for ready-to-drink and convenience-led beverage solutions.

The comments come at a time when the company is also recalibrating expansion at Tata Starbucks amid softer urban discretionary spending trends and rising competitive intensity in premium cafés.

D’Souza said discretionary consumption continues to remain uneven across certain urban pockets, impacting traffic growth in premium café formats.

“We are calibrating expansion based on store economics and long-term viability,” he said, adding that the company has rationalised a few underperforming Starbucks stores as part of normal portfolio optimisation rather than chasing aggressive expansion.

He added that categories linked to convenience, health and premiumisation continue to see relatively stronger traction despite broader consumption pressures.

Tata Consumer has been expanding aggressively across packaged foods, ready-to-drink beverages and health-focused products through acquisitions such as Capital Foods and Organic India, while also scaling innovation-led launches across channels including quick commerce

Comments have to be in English, and in full sentences. They cannot be abusive or personal. Please abide by our community guidelines   for posting your comments.

We have migrated to a new commenting platform. If you are already a registered user of TheHindu Businessline and logged in, you may continue to engage with our articles. If you do not have an account please register and login to post comments. Users can access their older comments by logging into their accounts on Vuukle.

Terms & conditions  |  Institutional Subscriber",Tata Consumer Products,Verified - BSE/NSE Listed (TATACONSUM),BSE/NSE Public Listing Check & Tea Board / Spices Board Registry,2026-07-08,large-listed,large-firm-comparator (internal-capability-locus contrast)
